Trial  Reward  #Clicks
0  -91.9718535136  8
1  -85.9756963918  14
2  -71.0919174924  19
3  3.01557923599  18
4  2.64510500405  18
5  4.16576307098  19
6  3.09544878586  18
7  3.30317193245  18
8  3.24147815791  18
9  3.17720861636  19
10  2.5519411728  18
11  2.36270538626  18
12  2.70555243971  18
13  4.25061797636  19
14  3.08070044245  18
15  3.2010760059  18
16  3.25965393324  18
17  3.36746224632  18
18  4.81523026111  20
19  3.66305228392  18
20  2.75789867265  18
21  3.29818657693  18
22  2.84846596456  18
23  3.02804262479  18
24  2.93841008704  18
25  3.55682266675  19
26  1.89605533745  18
27  3.31137699674  18
28  3.2423090505  18
29  4.42292432646  19
30  4.02939282524  19
31  2.49409027648  18
32  2.40238050726  18
33  2.65331006834  18
34  1.3967719823  17
35  2.27670800357  18
36  3.07249537816  18
37  3.97694273073  19
38  2.55038324921  18
39  2.8514987225  19
40  2.36997569639  18
41  1.78679296234  18
42  1.75002596539  18
43  2.4380050269  18
44  3.10469246588  18
45  2.82322760225  18
46  2.79341933072  18
47  2.68436467876  18
48  2.97683886916  18
49  2.66816227332  18
50  2.80920628986  18
51  3.78334475811  19
52  1.21002887352  17
53  2.57136328701  18
54  2.77690534056  18
55  2.68407386635  19
56  5.20471116096  20
57  3.77950187989  19
58  2.9754886687  18
59  2.76381878233  18
60  4.41110487942  20
61  2.2917679317  18
62  3.22195218213  18
63  3.86601857045  19
64  4.68413618329  19
65  1.74148854407  17
66  4.04723624353  18
67  3.78427951227  19
68  4.33673999294  20
69  2.71084937995  18
70  2.5978479882  18
71  3.48910492096  19
72  2.880974637  18
73  3.05348871025  18
74  4.01296192435  18
75  3.15942751501  18
76  2.86456450842  18
77  3.56087326811  19
78  4.24760599074  19
