Trial  Reward  #Clicks
0  -92.9691937415  7
1  -84.9807332096  15
2  -81.9714604227  18
3  -77.9703270821  22
4  -68.982278674  31
5  -57.7481840792  36
6  16.3562192581  36
7  19.0057450066  37
8  17.8404833389  36
9  18.3240076573  36
10  18.0332542742  36
11  17.0442414963  37
12  18.0906425217  36
13  17.8875684898  36
14  17.6828459625  36
15  17.3975532206  36
16  17.2450673926  36
17  19.2731103606  37
18  16.7700946442  36
19  17.8405863698  36
20  16.3746803464  35
21  19.4910208514  37
22  17.7466221298  36
23  16.8898166255  36
24  16.8958954524  36
25  17.790101197  36
26  16.6941608231  36
27  18.8312290976  36
28  18.2133524009  36
29  18.1931583318  36
30  15.3462252545  35
31  18.1076426309  36
32  17.5665240031  36
33  17.7603252482  36
34  16.8276044682  35
35  15.9602898055  35
36  18.0904364598  36
37  19.7367497028  37
38  17.7389978384  36
39  19.1829768119  36
40  17.5029538978  36
41  18.4917235226  37
42  18.1142366127  36
43  17.278861549  36
44  19.3124496436  38
45  16.7907193828  35
46  19.8858169634  38
47  16.6165785065  36
48  17.7840223701  36
49  17.6820217148  36
50  18.1901704338  36
51  18.6502881776  37
52  18.8308169737  36
53  18.4987296282  37
54  18.1105274979  36
55  18.1850188856  36
56  18.7250886581  37
57  17.5307722583  36
58  18.4360023161  36
59  16.9209319769  36
60  16.5317840224  36
61  17.2161156914  36
62  18.2427162259  36
63  18.4504081057  37
64  17.8017436961  36
65  18.5740452636  37
66  18.6408093288  37
67  18.8098831423  37
68  17.2193096513  36
69  18.7558949167  37
70  17.3124496436  36
71  18.840071215  37
72  17.4549414681  36
73  17.2895767694  36
74  17.6261789318  36
75  17.3577832682  36
76  18.3912868774  36
77  17.5660088483  36
78  17.0256485284  34
79  18.1175336035  36
80  18.1264972975  36
81  18.3151284487  37
82  18.9783573155  36
83  16.8211135175  35
84  17.1963337461  36
85  18.2032553664  36
86  18.5549000497  36
87  17.2794797348  36
88  17.287928274  36
89  17.7091188586  36
90  16.2571220155  35
91  17.3575772063  36
92  16.4912083678  35
93  17.3484074504  36
94  16.8745680427  36
95  18.2162372679  36
96  18.3185284705  37
97  17.3342922082  36
98  16.3558256798  35
99  16.9601867745  36
