Trial  Reward  #Clicks
0  -89.9697398604  10
1  -86.9232108286  13
2  -79.907592692  20
3  -69.9092195812  30
4  -68.9521694568  31
5  -67.9271153627  32
6  -61.9066165585  38
7  -58.9027120243  41
8  -54.9173540274  45
9  -50.9131241154  49
10  -47.9079180699  52
11  -42.9189809166  57
12  -39.9212585615  60
13  -34.90336278  65
14  -31.916052516  68
15  -28.9186555387  71
16  -19.9157271381  80
17  -11.9147510046  88
18  -5.91117184831  94
19  2.09403419721  102
20  8.07646379358  108
21  16.0901296631  116
22  21.0963118421  121
23  32.0800429499  132
24  40.0959864643  140
25  47.0907804188  147
26  50.0953357086  150
27  53.0904550409  153
28  65.088177396  165
29  72.0894789074  172
30  74.0614964127  174
31  78.0758130379  178
32  86.0969625978  186
33  94.0787414385  194
34  103.043600631  203
35  109.094684953  209
36  117.086225129  217
37  119.085248995  219
38  126.087852018  226
39  132.084923618  232
40  141.093058064  241
41  150.085899751  250
42  156.068329347  256
43  162.077439927  262
44  171.073210015  271
45  180.095661086  280
46  190.081669839  290
47  196.086875885  296
48  198.085899751  298
49  207.094684953  307
50  217.020173426  317
51  221.073210015  321
52  250.780223535  324
53  256.770657426  326
54  254.433452096  323
55  256.886378057  325
56  259.33735175  327
57  281.413815543  329
58  288.669107001  332
59  290.239608245  334
60  290.67865684  335
61  291.384287504  334
62  290.950884214  334
63  294.190248426  336
64  294.112483121  336
65  294.74371614  336
66  296.800006508  338
67  300.28579563  341
68  294.471261002  335
69  298.324515594  339
70  300.24349651  341
71  298.091105797  338
72  302.006832935  342
73  302.368978476  342
74  300.799567247  341
75  303.348479672  343
76  301.485789123  341
77  303.968975222  343
78  304.145769275  344
79  304.579497942  344
80  306.910081833  346
81  310.326240096  349
82  310.313875738  349
83  314.733938536  353
84  314.422226561  353
85  317.421575805  356
86  317.628516114  356
87  317.315502627  356
88  319.31062196  358
89  319.561488278  358
90  319.5611629  358
91  322.820489043  361
92  320.699773862  359
93  323.368864594  362
94  323.364634682  362
95  319.641531228  358
96  323.632095271  362
97  319.94022809  358
98  320.137407064  358
99  325.066474694  363
100  325.691964794  364
101  324.955846226  363
102  324.767127076  363
103  328.3645208  366
104  331.030357753  369
105  332.205736411  370
106  331.061594026  369
107  331.330356126  369
108  333.550425432  372
109  329.223957571  367
110  332.409097565  370
111  330.447817528  368
112  333.958774627  372
113  332.955195471  371
114  335.074283762  373
115  333.025477085  371
116  332.308230433  370
117  340.931442888  379
118  341.854116843  381
119  338.450095173  376
120  341.63827745  380
121  340.852489954  380
122  339.009972831  378
123  342.152374445  380
124  339.121691314  379
125  342.897392097  382
126  342.212243968  380
127  344.196414336  383
128  340.836107179  379
129  344.159321262  383
130  335.993915434  374
131  340.938389705  380
132  341.985244115  381
133  344.757805001  384
134  341.165503441  380
135  342.872012625  382
136  342.082743586  380
137  346.281337954  385
138  348.827647355  387
139  347.54164023  386
140  346.613548733  385
141  350.477540794  389
142  347.526022093  386
143  348.73828233  388
144  348.893601445  389
145  349.265719817  388
146  347.73535393  387
147  347.476678543  387
148  349.124619715  389
149  351.543706379  391
150  349.281126458  389
151  350.815510762  391
152  348.098914865  388
153  351.088502774  391
154  351.176029414  391
155  348.679828201  389
156  352.294792328  392
157  352.415946768  393
158  355.890347666  396
159  353.322563327  394
160  354.76031041  396
161  358.804773293  399
162  356.763775685  397
163  357.157271381  398
164  359.470284868  400
165  352.845559406  394
166  354.662046301  396
167  355.776904681  397
168  353.581352596  395
169  358.707159939  399
170  360.385361251  401
171  359.889696911  400
172  359.936225942  400
173  357.122244456  399
174  358.177233312  400
175  361.562806059  403
176  360.231246034  402
177  360.77853157  402
178  362.760961166  404
179  360.452828347  402
180  361.611287357  403
181  359.130053525  401
182  362.495127467  404
183  360.143182521  403
184  364.718336668  406
185  366.592090065  408
186  366.541656499  408
187  363.105210926  404
188  367.127661997  408
189  362.87105276  405
