Trial  Reward  #Clicks
0  116.010617773  166
1  113.007746062  163
2  126.010579987  176
3  132.009068561  182
4  162.009559774  212
5  165.011033415  215
6  163.010617773  213
7  172.008804061  222
8  175.009068561  225
9  166.008690704  216
10  174.010126559  224
11  183.006536921  233
12  170.006234635  220
13  179.011033415  229
14  192.009975417  242
15  189.010617773  239
16  185.00986206  235
17  191.006536921  241
18  190.006725849  240
19  191.004080852  241
20  189.011033415  239
21  190.010504416  240
22  190.004836566  240
23  195.010844487  245
24  187.00846399  237
25  187.003249568  237
26  190.009484203  240
27  192.010391059  242
28  193.009673131  243
29  197.010882273  247
30  190.011260129  240
31  196.009824274  246
32  189.007594919  239
33  192.009144132  242
34  194.007746062  244
35  192.009068561  242
36  196.011146772  246
37  188.009370846  238
38  198.006914777  248
39  193.009521989  243
40  191.011222344  241
41  194.011108987  244
42  201.010050988  251
43  193.007405991  243
44  191.009484203  241
45  200.00986206  250
46  187.010239916  237
47  193.005478922  243
48  196.006650278  246
49  197.010353273  247
50  196.011146772  246
51  189.007292634  239
52  200.009748703  250
53  188.009824274  238
54  205.009370846  255
55  193.007934991  243
56  196.010088774  246
57  198.007103706  248
58  189.010164345  239
59  196.00986206  246
60  197.004836566  247
61  197.00959756  247
62  197.009635346  247
63  196.009635346  246
64  193.008879632  243
65  192.010239916  242
66  195.010428845  245
67  197.010957844  247
68  202.004080852  252
69  200.009068561  250
70  204.011297915  254
71  194.007179277  244
72  198.001662569  248
73  188.002871711  238
74  195.009030775  245
75  198.011108987  248
76  201.002153783  251
77  193.004874351  243
78  197.007670491  247
79  195.009559774  245
80  201.011146772  251
81  190.003854138  240
82  193.009748703  243
83  198.008577347  248
84  196.00959756  246
85  196.009824274  246
86  189.007028134  239
87  195.006725849  245
88  192.008312847  242
89  194.009899845  244
90  200.010579987  250
91  200.010882273  250
92  200.008123919  250
93  196.009181918  246
94  196.00872849  246
95  194.010315488  244
96  192.004080852  242
97  202.011071201  252
98  203.009484203  253
99  196.010050988  246
100  202.009975417  252
101  188.010844487  238
102  197.009219703  247
103  197.010542202  247
104  195.009786488  245
105  205.00340071  255
106  195.007519348  245
107  191.010391059  241
108  194.001171356  244
109  197.008690704  247
110  201.008992989  251
111  187.008992989  237
112  200.011146772  250
113  199.00819949  249
114  189.00733042  239
115  197.010882273  247
116  192.010088774  242
117  195.010655559  245
118  200.010693344  250
119  185.011108987  235
120  190.007292634  240
121  197.010391059  247
122  196.009295275  246
123  194.009219703  244
124  193.010202131  243
125  199.010882273  249
126  190.010579987  240
127  193.009144132  243
128  201.010882273  251
129  195.011033415  245
130  204.008312847  254
