Trial  Reward  #Clicks
0  296.004231994  396
1  325.003287353  425
2  357.002512747  457
3  382.00440203  482
4  394.463570938  493
5  394.33906227  491
6  396.267699135  491
7  397.203005169  490
8  399.092590553  490
9  398.977566086  488
10  401.893129112  489
11  404.778992608  490
12  407.654994046  491
13  406.604828668  488
14  409.485987849  489
15  414.467751355  492
16  416.329091956  492
17  419.223343869  493
18  420.107582581  492
19  421.002061208  491
20  422.843677694  491
21  424.708419005  491
22  427.572480173  492
23  429.447348042  492
24  431.372621983  492
25  433.321285249  492
26  436.232786317  493
27  438.11249075  493
28  436.002265062  489
29  439.876773966  491
30  441.754362402  491
31  442.706124092  490
32  443.581539853  489
33  445.498538734  489
34  452.4161044  494
35  448.384510675  488
36  454.266198855  492
37  454.144769718  490
38  456.984723635  491
39  459.774328157  492
40  459.654996124  490
41  463.501959281  492
42  463.400159796  490
43  465.275235485  490
44  466.140222403  489
45  470.960754489  492
46  471.781399932  491
47  474.642079285  492
48  476.420404786  492
49  478.134910305  492
50  477.723287285  490
51  481.827516577  493
52  480.378976965  490
53  480.633312255  490
54  481.586285543  490
55  484.172133339  492
56  483.213754245  491
57  480.318344958  488
58  484.478499486  492
59  479.664915049  487
60  484.435874803  491
61  484.636781168  491
62  481.622535973  488
63  481.782199288  488
64  483.797313553  490
65  483.85195162  490
66  483.860585644  490
67  483.037592577  489
68  482.051478808  488
69  485.034172975  491
70  481.042977034  487
71  487.059281547  493
72  486.123687208  492
73  485.195498859  491
74  483.215411902  489
75  487.156995269  493
76  485.197728213  491
77  484.175718065  490
78  486.223327999  492
79  484.23882012  490
80  484.236345159  490
81  485.276076783  491
82  485.291908975  491
83  484.236042874  490
84  483.27479207  489
85  486.296669969  492
86  486.287714767  492
87  482.313654624  488
88  484.358468419  490
89  487.342069441  493
90  484.37422504  490
91  486.37736125  492
92  483.418113086  489
93  484.400845039  490
94  482.329222316  488
95  483.424234363  489
96  485.391417516  491
97  485.450835469  491
98  480.461037598  486
99  485.529996431  491
100  487.500013508  493
101  483.4491729  489
