Trial  Reward  #Clicks
0  437.751411082  491
1  439.765020815  492
2  439.786546643  491
3  439.767717388  490
4  441.70479227  491
5  443.676072619  492
6  442.660814109  490
7  444.313721947  491
8  446.535029998  492
9  444.500973122  489
10  446.433041404  490
11  447.381263056  490
12  450.340206387  492
13  449.285716917  490
14  451.240636076  491
15  447.182443612  486
16  454.156161136  492
17  453.105412446  490
18  455.057828305  491
19  455.986817056  491
20  456.929559787  491
21  456.88681221  490
22  459.821903345  492
23  461.741521252  493
24  460.733385339  491
25  461.685073824  491
26  463.630650479  492
27  465.553961935  493
28  464.462348056  491
29  463.389853719  489
30  466.326550745  491
31  467.270181438  491
32  469.209211728  492
33  465.149385034  487
34  472.104275853  493
35  467.057570229  487
36  473.023352765  492
37  468.955194333  487
38  474.893960123  492
39  475.830713827  492
40  476.78185442  492
41  472.721290905  487
42  476.663230691  490
43  478.569963689  491
44  479.509759138  491
45  478.462278908  489
46  482.389548411  492
47  484.288157493  493
48  481.231674829  489
49  484.084676621  491
50  485.924755718  492
51  477.454548434  483
52  485.207276535  490
53  483.366439175  488
54  486.677953589  491
55  489.094540473  493
56  487.14887625  491
57  486.196108323  490
58  486.230691647  490
59  488.294974498  492
60  489.351766343  493
61  489.752417125  493
62  489.788181251  493
63  488.941553238  492
64  483.91836229  487
65  486.934581784  490
66  483.965962773  487
67  488.00330445  491
68  487.977005632  491
69  487.030198393  490
70  488.048732258  491
71  485.051859021  488
72  486.079650373  489
73  487.093092621  490
74  488.102812982  491
75  487.121620793  490
76  488.124700324  491
77  486.133400472  489
78  485.115811248  488
79  488.147749576  491
80  484.1408348  487
81  486.15108416  489
82  486.138936071  489
83  487.154201477  490
84  487.162013662  490
85  488.173113199  491
86  488.164696444  491
87  486.175096946  489
88  485.18907764  488
89  484.172489736  487
90  488.199733195  491
91  487.20430526  490
92  487.195964076  490
93  488.239342012  491
94  484.222650197  487
95  482.21031318  485
96  483.227619011  486
97  484.213062086  487
98  488.220099665  491
99  483.234222055  486
100  485.243252828  488
101  487.238454049  490
102  485.244197469  488
103  485.243394524  488
104  485.249865318  488
105  488.256978468  491
106  488.258045913  491
107  487.26276912  490
108  486.240409457  489
109  488.269022647  491
110  487.262731334  490
111  488.277552759  491
112  486.272489481  489
113  489.274529906  492
114  487.280093844  490
115  486.277987294  489
116  488.287121977  491
117  489.293035432  492
118  486.290390436  489
119  487.310284586  490
120  487.257091825  490
121  487.267265613  490
122  487.347994673  490
123  486.295160876  489
124  485.328506719  488
125  489.375615989  492
126  484.292279719  487
127  486.292827611  489
128  488.333503873  491
129  484.343573751  487
130  488.34510407  491
131  488.306959448  491
132  486.33936065  489
133  485.240579492  488
134  487.317350504  490
135  487.325446081  490
136  485.32971586  488
137  482.262929709  485
138  487.299610137  490
139  488.320486713  491
140  486.318814698  489
141  488.266547686  491
142  487.308357517  490
143  485.330934448  488
144  484.43215278  487
145  486.327987166  489
146  487.321686408  490
147  487.335383709  490
148  485.298212068  488
149  489.357913408  492
150  487.350053991  490
151  486.280008827  489
152  484.315735167  487
153  483.328922362  486
154  485.358366836  488
155  489.367473179  492
156  487.387187847  490
157  485.336611743  488
158  484.216226635  487
159  486.327684881  489
160  487.271261447  490
161  489.342931394  492
162  487.359755459  490
163  485.352528952  488
164  487.364374756  490
165  484.33933231  487
166  489.357450534  492
167  485.362022598  488
168  489.396624815  492
169  487.350686901  490
170  485.328535059  488
171  487.363845756  490
172  487.312154976  490
173  489.368653981  492
174  487.408102209  490
175  481.396076923  484
176  486.360397815  489
177  490.357252159  493
178  484.370486586  487
179  488.428837089  491
180  487.339483453  490
181  484.348599243  487
182  486.42540804  489
183  487.355362876  490
184  487.329470254  490
185  488.383144781  491
186  487.379385108  490
187  488.33972906  491
188  485.378733306  488
189  487.362910561  490
190  487.355608483  490
191  486.360492279  489
192  489.382181247  492
193  489.389284951  492
194  487.336942368  490
195  487.399354829  490
196  485.405457213  488
197  486.404947106  489
