Trial  Reward  #Clicks
0  -23.9625166162  176
1  -11.9873040152  188
2  -2.95631976651  197
3  -0.96115633216  199
4  3.03778566911  203
5  4.04428480419  204
6  13.0424710921  213
7  25.0365765277  225
8  19.0346116729  219
9  18.0442848042  218
10  27.0433779481  227
11  36.0412619507  236
12  37.0414130933  237
13  25.0389948105  225
14  30.0409596653  230
15  22.036878813  222
16  28.0424710921  228
17  32.0450405176  232
18  33.0388436678  233
19  35.0350651009  235
20  26.0439825188  226
21  30.0326468181  230
22  31.0405062373  231
23  37.035518529  237
24  35.0374833838  235
25  34.0382390971  234
26  37.0142074116  237
27  40.0435290908  240
28  37.0450405176  237
29  42.0122425568  242
30  43.036878813  243
31  48.0414130933  248
32  43.0234271148  243
33  35.0362742423  235
34  41.0264499684  241
35  44.0414130933  244
36  43.0421688067  243
37  38.0318911047  238
38  45.0399016666  245
39  46.0397505239  246
40  30.0358208143  230
41  39.0335536742  239
42  46.0403550946  246
43  44.0299262499  244
44  43.0346116729  243
45  44.0403550946  244
46  40.0426222347  240
47  35.0346116729  235
48  41.0400528092  241
49  45.0418665214  245
50  50.0321933901  250
51  40.0402039519  240
52  42.030833106  242
53  40.035971957  240
54  39.0448893749  239
55  38.0427733774  238
56  49.0340071022  249
57  46.0332513888  246
58  44.0373322411  244
59  40.0389948105  240
60  40.0335536742  240
61  44.025694255  244
62  46.0442848042  246
63  44.0370299557  244
64  43.0293216792  243
65  46.0448893749  246
66  48.0395993812  248
67  48.0240316855  248
68  43.0391459532  243
69  47.0392970959  247
70  42.035971957  242
71  47.0367276704  247
72  43.0346116729  243
73  47.0346116729  247
74  42.0327979608  242
75  48.0385413825  248
76  46.0433779481  246
77  49.026147683  249
78  43.036425385  243
79  48.0421688067  248
80  38.0324956754  238
81  46.0402039519  246
82  51.0429245201  251
83  49.0432268055  249
84  46.036425385  246
85  46.0288682512  246
86  48.0424710921  248
87  38.0395993812  238
88  42.0433779481  242
89  41.0371810984  241
90  46.0380879545  246
91  46.0208576893  246
92  44.0436802335  244
93  51.0338559595  251
94  46.0450405176  246
95  42.0340071022  242
96  39.0414130933  239
97  48.0347628156  248
98  43.0238805429  243
99  46.0358208143  246
100  39.0374833837  239
101  43.0399016666  243
102  43.04065738  243
103  52.0424710921  252
104  47.0433779481  247
105  40.0188928346  240
106  38.0373322411  238
107  48.0432268055  248
